date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:55:15	7540/7540	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.woff?f6ud62	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.woff	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:16	24504/24504	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.svg?f6ud62	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.svg	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:17	223/223	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/images/toggle_open.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:17	168/168	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:18	198/198	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/images/flickr.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/images/flickr.png	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:19	126/126	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/vc/blur.svg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/vc/blur.svg	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:21	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?-9hbgac	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.eot	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:21	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1d41d.eot	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:23	5924/5924	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.woff?-9hbgac	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.woff	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:23	5848/5848	---M--	200	added ('OK')	font/ttf	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.ttf?-9hbgac	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.ttf	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:24	13215/13215	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.svg?-9hbgac	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.svg	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:24	673/673	---M--	200	added ('OK')	image/gif	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/images/spinner.gif	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/images/spinner.gif	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:25	265/265	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2006:53:04%20GMT	https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/vc/remove.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/js_composer/assets/vc/remove.png	(from https://www.chezlartisan.ma/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.1)
10:55:25	940/940	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:23:56%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider1.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider1.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:26	960/960	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:26:00%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider2.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider2.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:27	942/942	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:27:30%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider3.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider3.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:28	944/944	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:28:28%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider4.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider4.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:29	931/931	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:29:04%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider5.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider5.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:29	943/943	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:29:52%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider6.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider6.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:30	942/942	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:30:54%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider7.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider7.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:31	939/939	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:31:34%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider8.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider8.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:32	958/958	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:32:32%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider9.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider9.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:33	946/946	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:33:20%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider10.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider10.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:33	937/937	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:42:14%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider11.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider11.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:34	933/933	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:35:10%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider12.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider12.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:35	946/946	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:35:58%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider13.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider13.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:36	939/939	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:36:44%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider14.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider14.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:36	944/944	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:37:26%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider15.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider15.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:37	952/952	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:38:06%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider16.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider16.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:38	953/953	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:38:52%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider17.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider17.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:39	946/946	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:39:26%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider18.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider18.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:39	942/942	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:40:06%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider19.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider19.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:40	947/947	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202011%2008:40:48%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider20.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider/divider20.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/css/ut.vc.shortcodes.min.css?ver=5.8.2)
10:55:41	940/940	---M--	200	added ('OK')	image/png	date:Fri,%2012%20May%202017%2014:56:46%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/divider.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/divider.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/style.css?ver=4.9.7)
10:55:45	15002/15002	---M--	200	added ('OK')	image/png	date:Fri,%2012%20May%202017%2014:56:46%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/pad_white.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/pad_white.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/style.css?ver=4.9.7)
10:55:47	14575/14575	---M--	200	added ('OK')	image/png	date:Fri,%2012%20May%202017%2014:56:46%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/pad_black.png	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/pad_black.png	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/style.css?ver=4.9.7)
10:55:47	1737/1737	---M--	200	added ('OK')	image/gif	date:Fri,%2012%20May%202017%2014:56:48%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/loaders/ajax-loader.gif	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/loaders/ajax-loader.gif	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/style.css?ver=4.9.7)
10:55:49	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Aug%202017%2004:43:50%20GMT	https://www.chezlartisan.ma/wp-content/themes/lartisan/images/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/images/mediaelement/mejs-controls.svg	(from https://www.chezlartisan.ma/wp-content/themes/lartisan/style.css?ver=4.9.7)
10:55:54	124134/124134	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622-1636840345;;;%22	https://www.chezlartisan.ma/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.7	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/plugins/revslider/public/assets/js/rbtools.minb134.js	(from https://www.chezlartisan.ma/)
10:55:54	9721/9721	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625-1636840345;;;%22	https://www.chezlartisan.ma/wp-content/themes/lartisan/js/jquery.queryloader2.min.js?ver=2.9.0	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/themes/lartisan/js/jquery.queryloader2.min5b0a.js	(from https://www.chezlartisan.ma/)
10:55:59	191144/191144	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2020:21:51%20GMT	https://chezlartisan.ma/wp-content/uploads/2019/09/bakery-bg.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/chezlartisan.ma/wp-content/uploads/2019/09/bakery-bg.jpg	(from https://www.chezlartisan.ma/boulangerie/)
10:56:00	463641/463641	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Nov%202021%2009:55:51%20GMT	https://www.chezlartisan.ma/xmlrpc.php	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/xmlrpc.php	(from https://www.chezlartisan.ma/boulangerie/)
10:56:04	16650/16650	---MC-	200	added ('OK')	application/json	etag:%22646-1636883759;;;%22	https://www.chezlartisan.ma/wp-json/wp/v2/pages/10	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-json/wp/v2/pages/10.json	(from https://www.chezlartisan.ma/boulangerie/)
10:56:04	2310/2310	---MC-	200	added ('OK')	application/json	etag:%22647-1636883761;;;%22	https://www.chezlartisan.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.chezlartisan.ma%2Fboulangerie%2F	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-json/oembed/1.0/embed7d37.json	(from https://www.chezlartisan.ma/boulangerie/)
10:56:06	2390/2390	---MCZ	200	added ('OK')	text/xml	etag:W/%22648-1636883762;;;%22	https://www.chezlartisan.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.chezlartisan.ma%2Fboulangerie%2F&format=xml	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-json/oembed/1.0/embed844e	(from https://www.chezlartisan.ma/boulangerie/)
10:56:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2009:56:03%20GMT	https://www.chezlartisan.ma/?p=10	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/index64b4.html	(from https://www.chezlartisan.ma/boulangerie/)
10:56:10	61018/61018	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2020:40:49%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/09/boulangerie-14-870x524.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/09/boulangerie-14-870x524.jpg	(from https://www.chezlartisan.ma/boulangerie/)
10:56:12	82484/82484	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2020:41:05%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/09/PHOTO-N15-1400764408-870x524.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/09/PHOTO-N15-1400764408-870x524.jpg	(from https://www.chezlartisan.ma/boulangerie/)
10:56:13	82571/82571	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2020:38:48%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/09/BAGUETTE-CLASSIQUE-039-870x524.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/09/BAGUETTE-CLASSIQUE-039-870x524.jpg	(from https://www.chezlartisan.ma/boulangerie/)
10:56:13	70892/70892	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2020:41:44%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/09/1Qualit%e2%80%9a-870x524.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/09/1Qualit%e2%80%9a-870x524.jpg	(from https://www.chezlartisan.ma/boulangerie/)
10:56:19	131462/131462	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2014:59:56%20GMT	https://chezlartisan.ma/wp-content/uploads/2019/10/pastry-bg.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/chezlartisan.ma/wp-content/uploads/2019/10/pastry-bg.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:20	2320/2320	---MC-	200	added ('OK')	application/json	etag:%22650-1636883775;;;%22	https://www.chezlartisan.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.chezlartisan.ma%2Fpatisserie%2F	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-json/oembed/1.0/embedc369.json	(from https://www.chezlartisan.ma/patisserie/)
10:56:20	43423/43423	---MC-	200	added ('OK')	application/json	etag:%22649-1636883774;;;%22	https://www.chezlartisan.ma/wp-json/wp/v2/pages/612	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-json/wp/v2/pages/612.json	(from https://www.chezlartisan.ma/patisserie/)
10:56:21	2400/2400	---MCZ	200	added ('OK')	text/xml	etag:W/%22651-1636883778;;;%22	https://www.chezlartisan.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.chezlartisan.ma%2Fpatisserie%2F&format=xml	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-json/oembed/1.0/embedeebd	(from https://www.chezlartisan.ma/patisserie/)
10:56:31	202048/202048	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2019:27:50%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/anastasiia-ostapovych-SVTxeIZi24k-unsplash-1440x1080.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/anastasiia-ostapovych-SVTxeIZi24k-unsplash-1440x1080.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2009:56:20%20GMT	https://www.chezlartisan.ma/?p=612	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/index4494.html	(from https://www.chezlartisan.ma/patisserie/)
10:56:34	282458/282458	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2019:27:51%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/dane-deaner-ItlXx6vWON4-unsplash-1350x1080.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/dane-deaner-ItlXx6vWON4-unsplash-1350x1080.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:40	658619/658619	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2016:20:44%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/09/smoke-signals-bread-8-1920x1080.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/09/smoke-signals-bread-8-1920x1080.jpg	(from https://www.chezlartisan.ma/boulangerie/)
10:56:43	101120/101120	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Oct%202019%2020:20:41%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/BIHC2972-min.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/BIHC2972-min.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:47	211371/211371	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2019:27:53%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/matthew-t-rader-kkigqVVMsd0-unsplash-1620x1080.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/matthew-t-rader-kkigqVVMsd0-unsplash-1620x1080.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:47	100028/100028	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Oct%202019%2020:21:18%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/CXBD5632-min.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/CXBD5632-min.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:49	291221/291221	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2019:27:56%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/mink-mingle-qZ5lPCPvdXE-unsplash-1620x1080.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/mink-mingle-qZ5lPCPvdXE-unsplash-1620x1080.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:49	83134/83134	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Oct%202019%2020:21:21%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/FQSF6972-min.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/FQSF6972-min.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:57	101986/101986	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Oct%202019%2020:21:23%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/GCHT8474-min.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/GCHT8474-min.jpg	(from https://www.chezlartisan.ma/patisserie/)
10:56:59	97507/97507	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Oct%202019%2020:21:25%20GMT	https://www.chezlartisan.ma/wp-content/uploads/2019/10/GJDX3855-min.jpg	C:/My%20Web%20Sites/Boulangerie%20Rachid/www.chezlartisan.ma/wp-content/uploads/2019/10/GJDX3855-min.jpg	(from https://www.chezlartisan.ma/patisserie/)
